year,month,masked_lon,masked_lat,TigacellID,est,se
2021,05,-0.25,38.5,-0.25_38.5,0,0
2021,05,-0.25,38.550000000000004,-0.25_38.55,0,0
2021,05,-0.25,38.650000000000006,-0.25_38.65,0,0
2021,05,-0.25,38.800000000000004,-0.25_38.8,0,0
2021,05,-0.25,38.85,-0.25_38.85,0,0
2021,05,-0.25,38.900000000000006,-0.25_38.9,0,0
2021,05,-0.25,38.95,-0.25_38.95,0,0
2021,05,-0.25,39,-0.25_39,0,0
2021,05,-0.25,39.050000000000004,-0.25_39.05,0,0
2021,05,-0.25,39.650000000000006,-0.25_39.65,0,0
2021,05,-0.25,39.7,-0.25_39.7,0,0
2021,05,-0.25,39.75,-0.25_39.75,0,0
2021,05,-0.25,39.800000000000004,-0.25_39.8,0,0
2021,05,-0.25,39.900000000000006,-0.25_39.9,0,0
2021,05,-0.25,39.95,-0.25_39.95,0,0
2021,05,-0.25,40.050000000000004,-0.25_40.05,0,0
2021,05,-0.25,40.1,-0.25_40.1,0,0
2021,05,-0.25,40.550000000000004,-0.25_40.55,0,0
2021,05,-0.25,40.6,-0.25_40.6,0,0
2021,05,-0.25,40.650000000000006,-0.25_40.65,0,0
2021,05,-0.25,40.75,-0.25_40.75,0,0
2021,05,-0.25,40.800000000000004,-0.25_40.8,0,0
2021,05,-0.25,40.900000000000006,-0.25_40.9,0,0
2021,05,-0.25,40.95,-0.25_40.95,0,0
2021,05,-0.25,41,-0.25_41,0,0
2021,05,-0.25,41.050000000000004,-0.25_41.05,0,0
2021,05,-0.25,41.45,-0.25_41.45,0,0
2021,05,-0.25,41.5,-0.25_41.5,0,0
2021,05,-0.25,41.6,-0.25_41.6,0,0
2021,05,-0.25,41.75,-0.25_41.75,0,0
2021,05,-0.25,41.95,-0.25_41.95,0,0
2021,05,-0.25,42.1,-0.25_42.1,0,0
2021,05,-0.25,42.35,-0.25_42.35,0,0
2021,05,-0.25,42.6,-0.25_42.6,0,0
2021,05,-0.25,42.75,-0.25_42.75,0,0
2021,05,-0.25,44.550000000000004,-0.25_44.55,0,0
2021,05,-0.25,44.900000000000006,-0.25_44.9,0,0
2021,05,-0.25,44.95,-0.25_44.95,0,0
2021,05,-0.25,48.85,-0.25_48.85,0,0
2021,05,-0.25,48.900000000000006,-0.25_48.9,0,0
2021,05,-0.25,48.95,-0.25_48.95,0,0
2021,05,-0.5,38.35,-0.5_38.35,0,0
2021,05,-0.5,38.400000000000006,-0.5_38.4,0,0
2021,05,-0.5,38.45,-0.5_38.45,0,0
2021,05,-0.5,38.5,-0.5_38.5,0,0
2021,05,-0.5,38.550000000000004,-0.5_38.55,0,0
2021,05,-0.5,38.6,-0.5_38.6,0,0
2021,05,-0.5,38.650000000000006,-0.5_38.65,0,0
2021,05,-0.5,38.7,-0.5_38.7,0,0
2021,05,-0.5,38.75,-0.5_38.75,0,0
2021,05,-0.5,38.800000000000004,-0.5_38.8,0,0
2021,05,-0.5,38.85,-0.5_38.85,0,0
2021,05,-0.5,38.900000000000006,-0.5_38.9,0,0
2021,05,-0.5,38.95,-0.5_38.95,0,0
2021,05,-0.5,39,-0.5_39,0,0
2021,05,-0.5,39.050000000000004,-0.5_39.05,0,0
2021,05,-0.5,39.1,-0.5_39.1,0,0
2021,05,-0.5,39.150000000000006,-0.5_39.15,0,0
2021,05,-0.5,39.2,-0.5_39.2,0,0
2021,05,-0.5,39.25,-0.5_39.25,0,0
2021,05,-0.5,39.300000000000004,-0.5_39.3,0,0
2021,05,-0.5,39.35,-0.5_39.35,0,0
2021,05,-0.5,39.400000000000006,-0.5_39.4,0,0
2021,05,-0.5,39.45,-0.5_39.45,0,0
2021,05,-0.5,39.5,-0.5_39.5,0,0
2021,05,-0.5,39.550000000000004,-0.5_39.55,0,0
2021,05,-0.5,39.6,-0.5_39.6,0,0
2021,05,-0.5,39.650000000000006,-0.5_39.65,0,0
2021,05,-0.5,39.7,-0.5_39.7,0,0
2021,05,-0.5,39.800000000000004,-0.5_39.8,0,0
2021,05,-0.5,39.85,-0.5_39.85,0,0
2021,05,-0.5,39.900000000000006,-0.5_39.9,0,0
2021,05,-0.5,39.95,-0.5_39.95,0,0
2021,05,-0.5,40.050000000000004,-0.5_40.05,0,0
2021,05,-0.5,40.25,-0.5_40.25,0,0
2021,05,-0.5,40.800000000000004,-0.5_40.8,0,0
2021,05,-0.5,40.95,-0.5_40.95,0,0
2021,05,-0.5,41.050000000000004,-0.5_41.05,0,0
2021,05,-0.5,41.150000000000006,-0.5_41.15,0,0
2021,05,-0.5,41.2,-0.5_41.2,0,0
2021,05,-0.5,41.25,-0.5_41.25,0,0
2021,05,-0.5,41.35,-0.5_41.35,0,0
2021,05,-0.5,41.400000000000006,-0.5_41.4,0,0
2021,05,-0.5,41.5,-0.5_41.5,0,0
2021,05,-0.5,41.800000000000004,-0.5_41.8,0,0
2021,05,-0.5,41.85,-0.5_41.85,0,0
2021,05,-0.5,42.050000000000004,-0.5_42.05,0,0
2021,05,-0.5,42.1,-0.5_42.1,0,0
2021,05,-0.5,42.150000000000006,-0.5_42.15,0,0
2021,05,-0.5,42.25,-0.5_42.25,0,0
2021,05,-0.5,42.550000000000004,-0.5_42.55,0,0
2021,05,-0.5,43.7,-0.5_43.7,0,0
2021,05,-0.5,44.85,-0.5_44.85,0,0
2021,05,-0.5,44.95,-0.5_44.95,0,0
2021,05,-0.5,45.050000000000004,-0.5_45.05,0,0
2021,05,-0.5,45.150000000000006,-0.5_45.15,0,0
2021,05,-0.5,45.45,-0.5_45.45,0,0
2021,05,-0.5,47.6,-0.5_47.6,0,0
2021,05,-0.5,49.300000000000004,-0.5_49.3,0,0
2021,05,-0.75,37.6,-0.75_37.6,0,0
2021,05,-0.75,37.9,-0.75_37.9,0,0
2021,05,-0.75,37.95,-0.75_37.95,0.4985,0.027358700599598995
2021,05,-0.75,38,-0.75_38,0,0
2021,05,-0.75,38.050000000000004,-0.75_38.05,0.4985,0.027358700599598995
2021,05,-0.75,38.1,-0.75_38.1,0,0
2021,05,-0.75,38.15,-0.75_38.15,0,0
2021,05,-0.75,38.2,-0.75_38.2,0,0
2021,05,-0.75,38.25,-0.75_38.25,0,0
2021,05,-0.75,38.300000000000004,-0.75_38.3,0,0
2021,05,-0.75,38.35,-0.75_38.35,0,0
2021,05,-0.75,38.400000000000006,-0.75_38.4,0,0
2021,05,-0.75,38.6,-0.75_38.6,0,0
2021,05,-0.75,38.85,-0.75_38.85,0,0
2021,05,-0.75,38.900000000000006,-0.75_38.9,0,0
2021,05,-0.75,38.95,-0.75_38.95,0,0
2021,05,-0.75,39,-0.75_39,0,0
2021,05,-0.75,39.050000000000004,-0.75_39.05,0,0
2021,05,-0.75,39.1,-0.75_39.1,0,0
2021,05,-0.75,39.300000000000004,-0.75_39.3,0,0
2021,05,-0.75,39.35,-0.75_39.35,0,0
2021,05,-0.75,39.400000000000006,-0.75_39.4,0,0
2021,05,-0.75,39.45,-0.75_39.45,0,0
2021,05,-0.75,39.5,-0.75_39.5,0,0
2021,05,-0.75,39.550000000000004,-0.75_39.55,0,0
2021,05,-0.75,39.6,-0.75_39.6,0,0
2021,05,-0.75,39.650000000000006,-0.75_39.65,0,0
2021,05,-0.75,39.7,-0.75_39.7,0,0
2021,05,-0.75,39.75,-0.75_39.75,0,0
2021,05,-0.75,39.900000000000006,-0.75_39.9,0,0
2021,05,-0.75,39.95,-0.75_39.95,0,0
2021,05,-0.75,40,-0.75_40,0,0
2021,05,-0.75,40.050000000000004,-0.75_40.05,0,0
2021,05,-0.75,40.1,-0.75_40.1,0,0
2021,05,-0.75,40.2,-0.75_40.2,0,0
2021,05,-0.75,40.35,-0.75_40.35,0,0
2021,05,-0.75,40.650000000000006,-0.75_40.65,0,0
2021,05,-0.75,40.800000000000004,-0.75_40.8,0,0
2021,05,-0.75,40.95,-0.75_40.95,0,0
2021,05,-0.75,41.2,-0.75_41.2,0,0
2021,05,-0.75,41.25,-0.75_41.25,0,0
2021,05,-0.75,41.300000000000004,-0.75_41.3,0,0
2021,05,-0.75,41.550000000000004,-0.75_41.55,0,0
2021,05,-0.75,41.6,-0.75_41.6,0,0
2021,05,-0.75,41.7,-0.75_41.7,0,0
2021,05,-0.75,41.900000000000006,-0.75_41.9,0,0
2021,05,-0.75,41.95,-0.75_41.95,0,0
2021,05,-0.75,42.300000000000004,-0.75_42.3,0,0
2021,05,-0.75,42.550000000000004,-0.75_42.55,0,0
2021,05,-0.75,42.7,-0.75_42.7,0,0
2021,05,-0.75,42.75,-0.75_42.75,0,0
2021,05,-0.75,42.800000000000004,-0.75_42.8,0,0
2021,05,-0.75,44.800000000000004,-0.75_44.8,0,0
2021,05,-0.75,44.900000000000006,-0.75_44.9,0,0
2021,05,-0.75,45.050000000000004,-0.75_45.05,0,0
2021,05,-0.75,45.85,-0.75_45.85,0,0
2021,05,-0.75,47.35,-0.75_47.35,0,0
2021,05,-0.75,49.25,-0.75_49.25,0,0
2021,05,-1,37.6,-1_37.6,0.07,0.25527468571161765
2021,05,-1,37.65,-1_37.65,0,0
2021,05,-1,37.7,-1_37.7,0,0
2021,05,-1,37.75,-1_37.75,0,0
2021,05,-1,37.800000000000004,-1_37.8,0,0
2021,05,-1,37.85,-1_37.85,0,0
2021,05,-1,37.9,-1_37.9,0,0
2021,05,-1,37.95,-1_37.95,0,0
2021,05,-1,38,-1_38,0,0
2021,05,-1,38.050000000000004,-1_38.05,0,0
2021,05,-1,38.1,-1_38.1,0,0
2021,05,-1,38.15,-1_38.15,0,0
2021,05,-1,38.25,-1_38.25,0,0
2021,05,-1,38.300000000000004,-1_38.3,0,0
2021,05,-1,38.400000000000006,-1_38.4,0,0
2021,05,-1,38.6,-1_38.6,0,0
2021,05,-1,38.650000000000006,-1_38.65,0,0
2021,05,-1,38.7,-1_38.7,0,0
2021,05,-1,38.75,-1_38.75,0,0
2021,05,-1,38.800000000000004,-1_38.8,0,0
2021,05,-1,38.900000000000006,-1_38.9,0,0
2021,05,-1,39.400000000000006,-1_39.4,0,0
2021,05,-1,39.45,-1_39.45,0,0
2021,05,-1,39.550000000000004,-1_39.55,0,0
2021,05,-1,39.7,-1_39.7,0,0
2021,05,-1,39.75,-1_39.75,0,0
2021,05,-1,39.85,-1_39.85,0,0
2021,05,-1,40.2,-1_40.2,0,0
2021,05,-1,40.25,-1_40.25,0,0
